,id,n_victimas,fecha,hora,hh,dirección normalizada,tipo_de_calle,comuna,pos x,pos y,victima,acusado
152,2017-0013,1,2017-01-27,07:00:00,7.0,"iriarte, gral. av. 3055",avenida,4,-58.38972622,-34.65098981,peaton,cargas
153,2017-0014,1,2017-01-28,08:27:34,8.0,donado y arias,avenida,12,-58.49185972,-34.55046754,moto,multiple
154,2017-0015,1,2017-02-02,15:18:03,15.0,cordoba av. y callao av.,avenida,2,-58.39293417,-34.59963642,peaton,auto
155,2017-0016,1,2017-02-03,05:12:21,5.0,autopista 25 de mayo km. 8.3,autopista,1,-58.38099494,-34.62288231,moto,cargas
156,2017-0017,1,2017-02-06,08:00:00,8.0,"justo, juan b. av. y paraguay",avenida,14,-58.429012,-34.58095431,moto,auto
157,2017-0018,1,2017-02-09,07:00:00,7.0,"paz, gral. av. y de los corrales av.",gral paz,9,-58.50877521,-34.66977709,moto,auto
158,2017-0021,1,2017-02-18,05:30:00,5.0,sarmiento y libertad,calle,1,-58.38362373,-34.60509972,moto,pasajeros
159,2017-0024,1,2017-02-23,20:50:00,20.0,rivadavia av. 7121,avenida,7,-58.46589308,-34.62955795,peaton,pasajeros
160,2017-0025,1,2017-02-24,17:05:00,17.0,"fernandez de la cruz, f., gral. av. y rivera indarte av.",avenida,7,-58.43614426,-34.6542464,moto,
161,2017-0026,2,2017-02-26,05:15:00,5.0,"moreno, perito av. y fournier",avenida,4,-58.41842777,-34.64979057,auto,objeto fijo
162,2017-0027,1,2017-02-26,21:57:00,21.0,caseros av. 1429,avenida,1,-58.38332245,-34.6319325,peaton,auto
163,2017-0028,1,2017-02-28,09:20:00,9.0,gaona av. y fragata pres. sarmiento,avenida,6,-58.45475488,-34.61196327,peaton,auto
164,2017-0029,1,2017-03-07,02:15:00,2.0,mozart y tandil,calle,9,-58.48501341,-34.64742455,,auto
165,2017-0030,1,2017-03-07,08:00:00,8.0,mozart y autopista dellepiane luis tte. gral.,avenida,9,-58.47010988,-34.65872088,auto,pasajeros
166,2017-0031,1,2017-03-11,01:30:00,1.0,24 de noviembre y pavon,calle,3,-58.4099756,-34.62873635,auto,objeto fijo
167,2017-0032,1,2017-03-12,05:00:00,5.0,"paz, gral. av. y los cedros",gral paz,8,-58.48892175,-34.68359163,auto,auto
168,2017-0033,1,2017-03-12,07:30:00,7.0,"paz, gral. av. y gutierrez, ricardo",gral paz,11,-58.52466448,-34.60325478,auto,auto
169,2017-0034,1,2017-03-13,07:50:00,7.0,godoy cruz 2651,calle,14,-58.42554218,-34.57929036,peaton,auto
170,2017-0035,3,2017-03-23,05:00:00,5.0,"achaval rodriguez, t., dr. av. y villaflor, azucena",avenida,1,-58.35881506,-34.61113641,auto,objeto fijo
171,2017-0036,2,2017-03-29,18:00:00,18.0,"paz, gral. av. y campana",gral paz,12,-58.51452347,-34.58159762,moto,pasajeros
