id,fecha,año,mes,día,hora,hh,dirección,tipo de calle,comuna,xy (caba),pos x,pos y,participantes,acusado,rol acusado,n_victimas,victima,sexo,edad,fecha fallecimiento,día semana,barrios
2017-0026,2017-02-26,2017,2,26,05:15:00,5.0,"moreno, perito av. y fournier",avenida,4,point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,auto-objeto fijo,objeto fijo,pasajero_acompañante,2,auto,femenino,23.0,2017-02-26,domingo,barracas - boca - nueva pompeya - parque patricios
2017-0026,2017-02-26,2017,2,26,05:15:00,5.0,"moreno, perito av. y fournier",avenida,4,point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,auto-objeto fijo,objeto fijo,conductor,2,auto,masculino,19.0,2017-02-26,domingo,barracas - boca - nueva pompeya - parque patricios
2017-0053,2017-05-05,2017,5,5,20:16:22,20.0,vieytes y villarino,calle,4,point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,moto-cargas,cargas,conductor,1,moto,masculino,28.0,2017-05-05,viernes,barracas - boca - nueva pompeya - parque patricios
2017-0065,2017-05-22,2017,5,22,16:00:00,16.0,suarez av. y herrera,avenida,4,point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,bicicleta-cargas,cargas,ciclista,1,bicicleta,masculino,21.0,2017-05-22,lunes,barracas - boca - nueva pompeya - parque patricios
2017-0082,2017-06-25,2017,6,25,22:40:00,22.0,entre rios av. y brasil,avenida,4,point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,peaton-auto,auto,peaton,1,peaton,masculino,36.0,2017-06-25,domingo,barracas - boca - nueva pompeya - parque patricios
2017-0085,2017-07-07,2017,7,7,14:15:00,14.0,"tacuari y garcia, martin av.",avenida,4,point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,84.0,2017-07-07,viernes,barracas - boca - nueva pompeya - parque patricios
2017-0102,2017-08-24,2017,8,24,01:10:00,1.0,"iriarte, gral. av. y zavaleta",avenida,4,point (105750.92237188 97579.79677541),-58.40056767,-34.65107080,peaton-cargas,cargas,peaton,1,peaton,masculino,46.0,2017-08-24,jueves,barracas - boca - nueva pompeya - parque patricios
2017-0111,2017-09-07,2017,9,7,18:23:37,18.0,uspallata y pirovano,calle,4,point (103948.02389064 98549.15451723),-58.42023854,-34.64234110,peaton-cargas,cargas,peaton,1,peaton,femenino,79.0,2017-09-07,jueves,barracas - boca - nueva pompeya - parque patricios
2017-0118,2017-09-22,2017,9,22,07:02:09,7.0,"vieytes y cruz, osvaldo av.",avenida,4,point (108016.39016447 97439.36817481),-58.37585415,-34.65232158,moto-auto,auto,pasajero_acompañante,1,moto,femenino,26.0,2017-09-29,viernes,barracas - boca - nueva pompeya - parque patricios
2017-0136,2017-11-16,2017,11,16,08:43:00,8.0,"barco centenera del y rabanal, francisco, intendente av.",avenida,4,point (104127.10295709 97119.53980201),-58.41827843,-34.65522746,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,55.0,2017-11-16,jueves,barracas - boca - nueva pompeya - parque patricios
2017-0140,2017-11-19,2017,11,19,23:22:17,23.0,autopista 1 sur presidente arturo frondizi,autopista,4,point (. .),.,.,moto-pasajeros,pasajeros,conductor,1,moto,masculino,24.0,2017-11-19,domingo,barracas - boca - nueva pompeya - parque patricios
2017-0151,2017-12-04,2017,12,4,02:15:00,2.0,vieytes y lujan,calle,4,point (108130.20782757 97076.54120716),-58.37460912,-34.65559133,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,,2017-12-04,lunes,barracas - boca - nueva pompeya - parque patricios
2017-0152,2017-12-06,2017,12,6,17:30:00,17.0,cachi y traful,calle,4,point (104752.14395609 97617.14934540),-58.41146277,-34.65073916,bicicleta-pasajeros,pasajeros,ciclista,1,bicicleta,masculino,19.0,2017-12-06,miércoles,barracas - boca - nueva pompeya - parque patricios
2017-0154,2017-12-11,2017,12,11,09:15:00,9.0,entre rios av. y caseros av.,avenida,4,point (106688.43418876 99459.27505947),-58.39035581,-34.63412287,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,76.0,2017-12-11,lunes,barracas - boca - nueva pompeya - parque patricios
2018-0009,2018-01-14,2018,1,14,02:00:00,2.0,"pilcomayo y brown, alte. av.",avenida,4,point (108796.38792642 100177.06810505),-58.36737389,-34.62763661,moto-moto,moto,conductor,1,moto,masculino,19.0,2018-01-14,domingo,barracas - boca - nueva pompeya - parque patricios
2018-0015,2018-02-06,2018,2,6,01:00:00,1.0,australia av. 2800,avenida,4,point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,moto-pasajeros,pasajeros,conductor,2,moto,masculino,28.0,2018-02-06,martes,barracas - boca - nueva pompeya - parque patricios
2018-0015,2018-02-06,2018,2,6,01:00:00,1.0,australia av. 2800,avenida,4,point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,moto-pasajeros,pasajeros,pasajero_acompañante,2,moto,masculino,19.0,2018-02-06,martes,barracas - boca - nueva pompeya - parque patricios
2018-0018,2018-02-17,2018,2,17,07:15:00,7.0,"isabel la catolica y salvadores, cnel.",calle,4,point (108363.47256437 98202.84498754),-58.37207554,-34.64543658,moto-cargas,cargas,conductor,1,moto,masculino,26.0,2018-02-17,sábado,barracas - boca - nueva pompeya - parque patricios
2018-0021,2018-02-22,2018,2,22,10:45:00,10.0,"alcorta, amancio av. y zavaleta",avenida,4,point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,62.0,2018-02-22,jueves,barracas - boca - nueva pompeya - parque patricios
2018-0022,2018-02-24,2018,2,24,00:00:00,0.0,"montes de oca, manuel av. y olavarria",avenida,4,point (108149.86840397 98842.98534187),-58.37441153,-34.63966783,moto-cargas,cargas,conductor,1,moto,masculino,28.0,2018-02-24,sábado,barracas - boca - nueva pompeya - parque patricios
2018-0026,2018-03-09,2018,3,9,04:45:00,4.0,"rabanal, francisco, intendente av. y saenz av.",avenida,4,point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,movil-cargas,cargas,conductor,2,movil,masculino,24.0,2018-03-09,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0026,2018-03-09,2018,3,9,04:45:00,4.0,"rabanal, francisco, intendente av. y saenz av.",avenida,4,point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,movil-cargas,cargas,pasajero_acompañante,2,movil,masculino,30.0,2018-03-09,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0041,2018-04-27,2018,4,27,13:30:00,13.0,"la plata av. y fernandez de la cruz, f., gral. av.",avenida,4,point (103711.66698694 98495.65433114),-58.42281627,-34.64282424,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,78.0,2018-04-27,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0042,2018-04-27,2018,4,27,18:43:00,18.0,brandsen y perdriel,calle,4,point (107026.83754260 98858.75172681),-58.38666024,-34.63953396,moto-cargas,cargas,pasajero_acompañante,1,moto,masculino,23.0,2018-04-27,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0051,2018-05-15,2018,5,15,21:15:00,21.0,"california y carbonari, francisco, cmte.",calle,4,point (109491.72835084 98425.60443682),-58.35977160,-34.64341878,peaton-auto,auto,peaton,1,peaton,femenino,57.0,2018-05-15,martes,barracas - boca - nueva pompeya - parque patricios
2018-0067,2018-06-29,2018,6,29,16:15:00,16.0,"montes de oca, manuel av. y finochietto enrique dr.",avenida,4,point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,pasajeros-auto,auto,pasajero_acompañante,1,pasajeros,femenino,81.0,2018-07-06,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0073,2018-07-11,2018,7,11,15:45:00,15.0,"iriarte, gral. av. 3400",avenida,4,point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,peaton-cargas,cargas,peaton,1,peaton,femenino,67.0,2018-07-11,miércoles,barracas - boca - nueva pompeya - parque patricios
2018-0089,2018-08-17,2018,8,17,17:56:00,17.0,pichincha av. y brasil,avenida,4,point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,80.0,2018-08-17,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0102,2018-09-21,2018,9,21,00:30:00,0.0,"famatina y taborda, diogenes",calle,4,point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,moto-auto,auto,conductor,1,moto,masculino,20.0,2018-09-21,viernes,barracas - boca - nueva pompeya - parque patricios
2018-0104,2018-10-01,2018,10,1,08:58:00,8.0,autopista 1 sur presidente arturo frondizi y suarez av.,autopista,4,point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,moto-moto,moto,conductor,1,moto,masculino,22.0,2018-10-01,lunes,barracas - boca - nueva pompeya - parque patricios
2018-0125,2018-11-16,2018,11,16,21:12:00,21.0,saenz av. y ventana,avenida,4,point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,29.0,2018-11-17,viernes,barracas - boca - nueva pompeya - parque patricios
2019-0016,2019-02-24,2019,2,24,02:00:00,2.0,"carrillo, ramon, dr. y finochietto enrique dr.",calle,4,point (107350.48403234 99520.90259673),-58.38313603,-34.63356284,moto-pasajeros,pasajeros,conductor,1,moto,masculino,40.0,2019-02-24,domingo,barracas - boca - nueva pompeya - parque patricios
2019-0047,2019-06-06,2019,6,6,10:00:00,10.0,caseros av. 1700,avenida,4,point (107049.58656184 99550.26208324),-58.38641783,-34.63330028,peaton-cargas,cargas,peaton,1,peaton,masculino,76.0,2019-06-06,jueves,barracas - boca - nueva pompeya - parque patricios
2019-0051,2019-06-11,2019,6,11,10:00:00,10.0,"filiberto, juan de dios y olavarria",calle,4,point (109126.17010339 98991.49558123),-58.36376488,-34.63832093,moto-auto,auto,conductor,1,moto,masculino,41.0,2019-06-11,martes,barracas - boca - nueva pompeya - parque patricios
2019-0065,2019-08-08,2019,8,8,16:45:00,16.0,barco centenera del y tilcara,calle,4,point (103996.06089673 97239.27066069),-58.41970850,-34.65414867,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,55.0,2019-08-09,jueves,barracas - boca - nueva pompeya - parque patricios
2019-0069,2019-08-17,2019,8,17,05:25:00,5.0,"garay, juan de av. 2874",avenida,4,point (105355.77079994 99994.97457130),-58.40489318,-34.62930162,moto-auto,auto,conductor,1,moto,masculino,43.0,2019-08-17,sábado,barracas - boca - nueva pompeya - parque patricios
2019-0075,2019-08-30,2019,8,30,23:20:00,23.0,san antonio y lujan,calle,4,point (108029.19662631 97048.95529785),-58.37571078,-34.65584079,moto-pasajeros,pasajeros,conductor,1,moto,masculino,31.0,2019-08-30,viernes,barracas - boca - nueva pompeya - parque patricios
2019-0076,2019-09-05,2019,9,5,18:00:00,18.0,autopista 1 sur presidente arturo frondizi y don pedro de mendoza av.,autopista,4,point (108408.31866027 97219.56223456),-58.37157668,-34.65429986,moto-cargas,cargas,conductor,1,moto,femenino,29.0,2019-09-05,jueves,barracas - boca - nueva pompeya - parque patricios
2019-0078,2019-09-12,2019,9,12,08:25:00,8.0,"einstein, alberto y alcorta, amancio av.",avenida,4,point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,peaton-cargas,cargas,peaton,1,peaton,femenino,72.0,2019-09-15,jueves,barracas - boca - nueva pompeya - parque patricios
2019-0088,2019-10-22,2019,10,22,20:00:00,20.0,"alcorta, amancio av. y bonavena, oscar natalio",avenida,4,point (105230.98315750 97613.97258373),-58.40623949,-34.65076549,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,27.0,2019-10-22,martes,barracas - boca - nueva pompeya - parque patricios
2019-0089,2019-10-23,2019,10,23,15:45:00,15.0,"brown, alte. av. y blanes, juan manuel",avenida,4,point (109247.85081573 99794.76658137),-58.36244648,-34.63107887,peaton-cargas,cargas,peaton,1,peaton,femenino,92.0,2019-10-23,miércoles,barracas - boca - nueva pompeya - parque patricios
2019-0092,2019-11-03,2019,11,3,10:30:00,10.0,"brin, ministro y suarez",calle,4,point (109831.09861352 99447.57530396),-58.35608181,-34.63420319,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,37.0,2019-11-03,domingo,barracas - boca - nueva pompeya - parque patricios
2019-0101,2019-12-17,2019,12,17,04:20:00,4.0,"moreno, perito av. y tilcara av.",avenida,4,point (103875.40694167 97709.33732832),-58.42102679,-34.64991178,moto-moto,moto,conductor,1,moto,masculino,25.0,2019-12-17,martes,barracas - boca - nueva pompeya - parque patricios
2020-0023,2020-04-09,2020,4,9,18:42:00,18.0,"araoz de lamadrid, gregorio, gral. y brown, alte. av.",avenida,4,point (109662.97469484 99142.83907419),-58.35791192,-34.63695178,auto-cargas,cargas,conductor,1,auto,masculino,44.0,2020-05-03,jueves,barracas - boca - nueva pompeya - parque patricios
2020-0053,2020-11-09,2020,11,9,03:30:00,3.0,"alcorta, amancio av. y einstein, alberto",avenida,4,point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,auto-auto,auto,pasajero_acompañante,1,auto,masculino,27.0,2020-11-09,lunes,barracas - boca - nueva pompeya - parque patricios
2020-0054,2020-11-19,2020,11,19,09:00:00,9.0,inclan y alberti,calle,4,point (105844.27941538 99942.63399522),-58.39956546,-34.62977080,bicicleta-auto,auto,ciclista,1,bicicleta,masculino,59.0,2020-11-23,jueves,barracas - boca - nueva pompeya - parque patricios
2020-0067,2020-12-11,2020,12,11,22:00:00,22.0,saenz av. y beazley,avenida,4,point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,51.0,2020-12-11,viernes,barracas - boca - nueva pompeya - parque patricios
2021-0008,2021-01-22,2021,1,22,23:30:00,23.0,"saenz av. y rabanal, francisco, intendente av.",avenida,4,point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,28.0,2021-01-22,viernes,barracas - boca - nueva pompeya - parque patricios
2021-0023,2021-03-01,2021,3,1,09:20:00,9.0,,autopista,4,point (. .),.,.,moto-cargas,cargas,conductor,1,moto,masculino,24.0,2021-03-01,lunes,barracas - boca - nueva pompeya - parque patricios
2021-0026,2021-03-15,2021,3,15,02:35:00,2.0,"autopista 1 sur presidente arturo frondizi y quinquela martin, benito",autopista,4,point (108038.11136985 98307.74373426),-58.37562539,-34.64449357,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,36.0,2021-03-15,lunes,barracas - boca - nueva pompeya - parque patricios
2021-0030,2021-04-03,2021,4,3,18:30:00,18.0,finochietto enrique dr. 1623,calle,4,point (107009.29363805 99410.79524854),-58.38685612,-34.63455776,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,36.0,2021-04-07,sábado,barracas - boca - nueva pompeya - parque patricios
2021-0034,2021-04-19,2021,4,19,14:40:00,14.0,"alcorta, amancio av. y zavaleta",avenida,4,point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,moto-cargas,cargas,pasajero_acompañante,1,moto,femenino,26.0,2021-04-19,lunes,barracas - boca - nueva pompeya - parque patricios
2021-0045,2021-05-26,2021,5,26,17:24:00,17.0,autopista 1 sur presidente arturo frondizi y suarez av.,autopista,4,point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,multiple,multiple,conductor,1,moto,masculino,22.0,2021-05-26,miércoles,barracas - boca - nueva pompeya - parque patricios
2021-0047,2021-06-02,2021,6,2,16:00:00,16.0,"vedia, agustin de y rabanal, francisco, intendente av.",avenida,4,point (103794.38334006 96997.15780313),-58.42190745,-34.65633192,moto-auto,auto,conductor,1,moto,masculino,59.0,2021-06-02,miércoles,barracas - boca - nueva pompeya - parque patricios
2021-0051,2021-06-15,2021,6,15,19:20:00,19.0,27 de febrero av. y erezcano av.,avenida,4,point (103932.07299582 96584.44861459),-58.42040352,-34.66005171,peaton-cargas,cargas,peaton,1,peaton,masculino,73.0,2021-06-16,martes,barracas - boca - nueva pompeya - parque patricios
2021-0054,2021-06-22,2021,6,22,14:44:00,14.0,tabare y erezcano,calle,4,point (103272.79484249 97185.20508662),-58.42759813,-34.65463857,moto-cargas,cargas,conductor,1,moto,masculino,41.0,2021-06-22,martes,barracas - boca - nueva pompeya - parque patricios
2021-0056,2021-07-09,2021,7,9,23:25:00,23.0,"corrales y moreno, perito av.",avenida,4,point (103535.89012020 97690.49979847),-58.42473018,-34.65008280,bicicleta-auto,auto,ciclista,1,bicicleta,masculino,60.0,2021-07-09,viernes,barracas - boca - nueva pompeya - parque patricios
2021-0061,2021-07-24,2021,7,24,09:15:00,9.0,"moreno, perito av. y alcorta, amancio av.",avenida,4,point (105303.77662691 97684.64886839),-58.40544588,-34.65012801,peaton-cargas,cargas,peaton,1,peaton,femenino,55.0,2021-07-24,sábado,barracas - boca - nueva pompeya - parque patricios
2021-0062,2021-07-27,2021,7,27,07:16:00,7.0,la plata av. 2723,avenida,4,point (103966.14093695 98092.26779856),-58.42003882,-34.64645957,auto-cargas,cargas,conductor,1,auto,masculino,73.0,2021-07-27,martes,barracas - boca - nueva pompeya - parque patricios
2021-0081,2021-11-02,2021,11,2,13:35:00,13.0,autopista 1 sur presidente arturo frondizi y brandsen,autopista,4,point (107979.30419282 99027.13636949),-58.37627355,-34.63800916,moto-cargas,cargas,conductor,1,moto,masculino,26.0,2021-11-02,martes,barracas - boca - nueva pompeya - parque patricios
2016-0021,2016-02-17,2016,2,17,23:35:00,23.0,directorio av. y curapaligue,avenida,7,point (101074.94198885 99848.19369046),-58.45157703,-34.63063795,auto-auto,auto,conductor,1,auto,masculino,34.0,2016-02-17,miércoles,flores - parque chacabuco
2016-0027,2016-02-28,2016,2,28,09:35:00,9.0,"curapaligue av. y diaz, avelino",avenida,7,point (101679.82794245 98973.02976850),-58.44497874,-34.63852623,auto-auto,auto,pasajero_acompañante,1,auto,masculino,34.0,,domingo,flores - parque chacabuco
2016-0037,2016-03-19,2016,3,19,11:00:00,11.0,lafuente av. y quirno,avenida,7,point (100049.60313526 98412.21255444),-58.46275892,-34.64358293,moto-moto,moto,conductor,1,moto,masculino,20.0,2016-03-19,sábado,flores - parque chacabuco
2016-0041,2016-03-29,2016,3,29,11:00:00,11.0,directorio av. y rivera indarte av.,avenida,7,point (100232.38564985 99530.25843190),-58.46076550,-34.63350444,moto-cargas,cargas,conductor,2,moto,masculino,54.0,2016-03-29,martes,flores - parque chacabuco
2016-0041,2016-03-29,2016,3,29,11:00:00,11.0,directorio av. y rivera indarte av.,avenida,7,point (100232.38564985 99530.25843190),-58.46076550,-34.63350444,moto-cargas,cargas,pasajero_acompañante,2,moto,masculino,,2016-03-30,martes,flores - parque chacabuco
2016-0044,2016-03-31,2016,3,31,19:40:00,19.0,"moreno, jose maria av. y balbastro",avenida,7,point (102857.73817324 99148.76714504),-58.43213235,-34.63693953,multiple,multiple,conductor,1,moto,masculino,24.0,2016-03-31,jueves,flores - parque chacabuco
2016-0123,2016-09-14,2016,9,14,09:00:00,9.0,"asamblea av. y bonorino, esteban, cnel. av.",avenida,7,point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,moto-auto,auto,conductor,1,moto,femenino,58.0,,miércoles,flores - parque chacabuco
2016-0124,2016-09-16,2016,9,16,15:24:00,15.0,rivadavia av. y rivera indarte av.,avenida,7,point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,67.0,,viernes,flores - parque chacabuco
2016-0152,2016-11-23,2016,11,23,21:10:00,21.0,"moreno, perito av. y zuviria",avenida,7,point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,moto-auto,auto,conductor,1,moto,masculino,42.0,2016-11-24,miércoles,flores - parque chacabuco
2016-0173,2016-12-26,2016,12,26,19:52:00,19.0,directorio av. y san pedrito av.,avenida,7,point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,moto-cargas,cargas,conductor,1,moto,masculino,35.0,,lunes,flores - parque chacabuco
2016-0175,2016-12-27,2016,12,27,08:15:00,8.0,"falcon, ramon l.,cnel. y membrillar",calle,7,point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,peaton-bicicleta,bicicleta,peaton,1,peaton,femenino,,,martes,flores - parque chacabuco
2017-0024,2017-02-23,2017,2,23,20:50:00,20.0,rivadavia av. 7121,avenida,7,point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,39.0,2017-02-23,jueves,flores - parque chacabuco
2017-0025,2017-02-24,2017,2,24,17:05:00,17.0,"fernandez de la cruz, f., gral. av. y rivera indarte av.",avenida,7,point (102489.38230491 97228.94942016),-58.43614426,-34.65424640,moto-sd,,conductor,1,moto,masculino,23.0,2017-02-24,viernes,flores - parque chacabuco
2017-0038,2017-04-01,2017,4,1,19:00:00,19.0,castaã‘ares av. y lautaro,avenida,7,point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,moto-auto,auto,conductor,1,moto,femenino,40.0,2017-04-01,sábado,flores - parque chacabuco
2017-0041,2017-04-03,2017,4,3,23:15:00,23.0,"fernandez moreno, baldomero 2186",calle,7,point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,moto-auto,auto,conductor,1,moto,masculino,17.0,,lunes,flores - parque chacabuco
2017-0051,2017-05-01,2017,5,1,03:47:47,3.0,,autopista,7,point (. .),.,.,auto-auto,auto,conductor,1,auto,masculino,33.0,2017-05-01,lunes,flores - parque chacabuco
2017-0098,2017-08-08,2017,8,8,12:10:00,12.0,"bonifacio, jose 2114",calle,7,point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,peaton-auto,auto,peaton,1,peaton,femenino,61.0,2017-08-08,martes,flores - parque chacabuco
2017-0109,2017-09-04,2017,9,4,21:00:00,21.0,directorio av. y portela,avenida,7,point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,moto-auto,auto,conductor,1,moto,masculino,21.0,2017-09-05,lunes,flores - parque chacabuco
2017-0112,2017-09-10,2017,9,10,09:32:17,9.0,autopista 25 de mayo y varela av.,autopista,7,point (100479.14412395 98812.52258620),-58.45807401,-34.63997430,auto-objeto fijo,objeto fijo,pasajero_acompañante,2,auto,masculino,1.0,,domingo,flores - parque chacabuco
2017-0112,2017-09-10,2017,9,10,09:32:17,9.0,autopista 25 de mayo y varela av.,autopista,7,point (100479.14412395 98812.52258620),-58.45807401,-34.63997430,auto-objeto fijo,objeto fijo,pasajero_acompañante,2,auto,masculino,,2017-09-13,domingo,flores - parque chacabuco
2017-0138,2017-11-19,2017,11,19,10:30:00,10.0,"lafuente av. y peron, eva av.",avenida,7,point (100065.47249269 98381.80497378),-58.46258582,-34.64385704,moto-objeto fijo,objeto fijo,pasajero_acompañante,1,moto,masculino,25.0,2017-11-19,domingo,flores - parque chacabuco
2017-0155,2017-12-12,2017,12,12,21:25:41,21.0,rivadavia av. 6350,avenida,7,point (100674.98109200 100299.64949548),-58.45593915,-34.62656868,sd-moto,moto,,1,,masculino,77.0,,martes,flores - parque chacabuco
2017-0160,2017-12-22,2017,12,22,13:15:00,13.0,nazca av. 365,avenida,7,point (99317.63492514 100172.19114010),-58.47074114,-34.62771756,peaton-moto,moto,peaton,1,peaton,femenino,30.0,2017-12-22,viernes,flores - parque chacabuco
2018-0014,2018-01-31,2018,1,31,20:00:00,20.0,"moreno, perito av. y rivera indarte av.",avenida,7,point (102067.32140821 97610.71255013),-58.44074927,-34.65080597,peaton-moto,moto,peaton,1,peaton,masculino,,2018-02-04,miércoles,flores - parque chacabuco
2018-0017,2018-02-17,2018,2,17,04:15:00,4.0,san pedrito av. y rivadavia av.,avenida,7,point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,peaton-auto,auto,peaton,1,peaton,masculino,35.0,2018-02-20,sábado,flores - parque chacabuco
2018-0025,2018-03-04,2018,3,4,22:30:00,22.0,avellaneda av. y boyaca av.,avenida,7,point (100337.26455822 100756.41076314),-58.45962210,-34.62245140,peaton-auto,auto,peaton,1,peaton,masculino,70.0,2018-03-05,domingo,flores - parque chacabuco
2018-0035,2018-04-12,2018,4,12,16:45:00,16.0,rivadavia av. 6950,avenida,7,point (100003.66169818 100008.18099088),-58.46325991,-34.62919627,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,39.0,2018-04-12,jueves,flores - parque chacabuco
2018-0048,2018-05-09,2018,5,9,10:30:00,10.0,rivadavia av. y pedernera,avenida,7,point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,57.0,2018-05-16,miércoles,flores - parque chacabuco
2018-0064,2018-06-25,2018,6,25,01:15:00,1.0,varela av. y primera junta,avenida,7,point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,auto-cargas,cargas,conductor,1,auto,masculino,30.0,2018-06-25,lunes,flores - parque chacabuco
2018-0068,2018-07-01,2018,7,1,09:00:00,9.0,"carabobo av. y alberdi, juan bautista av.",avenida,7,point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,moto-auto,auto,conductor,1,moto,masculino,21.0,2018-07-01,domingo,flores - parque chacabuco
2018-0074,2018-07-14,2018,7,14,06:04:00,6.0,"alberdi, juan bautista av. 2968",avenida,7,point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,auto-cargas,cargas,conductor,1,auto,masculino,25.0,2018-07-14,sábado,flores - parque chacabuco
2018-0081,2018-07-29,2018,7,29,06:30:00,6.0,castaã‘ares av. y rivera indarte av.,avenida,7,point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,multiple,multiple,peaton,1,peaton,masculino,35.0,2018-07-29,domingo,flores - parque chacabuco
2018-0099,2018-09-12,2018,9,12,14:25:00,14.0,rivadavia av. y pedernera,avenida,7,point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,18.0,2018-09-13,miércoles,flores - parque chacabuco
2018-0103,2018-09-27,2018,9,27,17:51:00,17.0,"castaã‘ares av. y bonorino, esteban, cnel. av.",avenida,7,point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,peaton-moto,moto,peaton,1,peaton,masculino,1.0,2018-09-29,jueves,flores - parque chacabuco
2018-0105,2018-10-03,2018,10,3,18:12:00,18.0,nazca av. y rivadavia av.,avenida,7,point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,56.0,2018-10-03,miércoles,flores - parque chacabuco
2018-0133,2018-12-12,2018,12,12,14:07:00,14.0,nazca av. y rivadavia av.,avenida,7,point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,peaton-cargas,cargas,peaton,1,peaton,femenino,60.0,2018-12-12,miércoles,flores - parque chacabuco
2018-0134,2018-12-12,2018,12,12,21:00:00,21.0,la plata av. y caseros av.,avenida,7,point (103649.67568294 98786.92074818),-58.42349365,-34.64019887,peaton-moto,moto,peaton,1,peaton,masculino,56.0,2018-12-13,miércoles,flores - parque chacabuco
2018-0136,2018-12-18,2018,12,18,15:42:00,15.0,rivadavia av. 7013,avenida,7,point (99900.22869225 100014.51595495),-58.46438789,-34.62913916,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,70.0,2018-12-18,martes,flores - parque chacabuco
2018-0139,2018-12-22,2018,12,22,06:30:00,6.0,santander 1974,calle,7,point (101510.09611838 98933.71958961),-58.44682986,-34.63888084,moto-moto,moto,pasajero_acompañante,1,moto,masculino,28.0,2018-12-24,sábado,flores - parque chacabuco
2019-0002,2019-01-09,2019,1,9,04:00:00,4.0,"castaã‘ares av. y moreno, perito av.",avenida,7,point (100794.20933352 97609.18063839),-58.45463662,-34.65082149,auto-cargas,cargas,conductor,1,auto,masculino,32.0,2019-01-09,miércoles,flores - parque chacabuco
