id,fecha,año,mes,día,hora,hh,dirección,tipo de calle,comuna,xy (caba),pos x,pos y,participantes,acusado,rol acusado,n_victimas,victima,sexo,edad,fecha fallecimiento,día semana,barrios
2017-0058,2017-05-09,2017,5,9,23:10:00,23.0,cordoba av. y libertad,avenida,1,point (107271.27725903 103337.46347012),-58.38403232,-34.59915940,peaton-moto,moto,peaton,1,peaton,masculino,80.0,2017-05-09,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0059,2017-05-11,2017,5,11,09:24:00,9.0,brasil y lima,calle,1,point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,39.0,2017-05-11,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0063,2017-05-17,2017,5,17,10:13:00,10.0,chile y 9 de julio av.,avenida,1,point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,79.0,2017-05-17,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0064,2017-05-20,2017,5,20,05:00:00,5.0,"maipu y peron, juan domingo, tte. general",calle,1,point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,cargas-auto,auto,pasajero_acompañante,1,cargas,masculino,61.0,2017-05-20,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0075,2017-06-12,2017,6,12,22:38:00,22.0,de mayo av. y 9 de julio av.,avenida,1,point (107498.83241886 102238.54924157),-58.38154200,-34.60906385,peaton-moto,moto,peaton,1,peaton,masculino,55.0,2017-06-12,lunes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0088,2017-07-10,2017,7,10,22:30:00,22.0,paseo colon av. y brasil av.,avenida,1,point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,43.0,2017-07-10,lunes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0092,2017-07-24,2017,7,24,22:16:01,22.0,autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,autopista,1,point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,peaton-auto,auto,peaton,1,peaton,masculino,66.0,2017-07-24,lunes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0104,2017-08-25,2017,8,25,09:00:00,9.0,9 de julio av. y estados unidos,avenida,1,point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,peaton-cargas,cargas,peaton,1,peaton,femenino,18.0,2017-08-25,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0110,2017-09-06,2017,9,6,14:15:00,14.0,"lavalle y alem, leandro n. av.",avenida,1,point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,56.0,2017-09-07,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0113,2017-09-11,2017,9,11,06:30:00,6.0,santa fe av. y maipu,avenida,1,point (107918.77617420 103716.42961253),-58.37697717,-34.59573848,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,76.0,2017-09-11,lunes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0149,2017-11-30,2017,11,30,12:20:00,12.0,paseo colon av. y mexico,avenida,1,point (108605.31247489 101604.53195530),-58.36947198,-34.61477051,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,13.0,2017-11-30,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2017-0159,2017-12-20,2017,12,20,04:31:27,4.0,"independencia av. y cevallos, virrey",avenida,1,point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,moto-auto,auto,conductor,1,moto,masculino,27.0,2017-12-20,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0002,2018-01-03,2018,1,3,16:40:00,16.0,peru 937,calle,1,point (108138.18410245 101140.78821350),-58.37456088,-34.61895467,bicicleta-pasajeros,pasajeros,ciclista,1,bicicleta,femenino,26.0,2018-01-03,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0005,2018-01-09,2018,1,9,22:30:00,22.0,paseo colon av. 1019,avenida,1,point (108641.50518777 101075.93727953),-58.36907201,-34.61953517,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,54.0,2018-01-09,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0008,2018-01-12,2018,1,12,17:50:00,17.0,"huergo, ing. av. e independencia av.",avenida,1,point (108868.80749430 101370.51785663),-58.36659655,-34.61687778,moto-cargas,cargas,conductor,1,moto,femenino,32.0,2018-01-12,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0016,2018-02-15,2018,2,15,10:15:00,10.0,"del libertador av. y ramos mejia, jose maria, dr. av.",avenida,1,point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,moto-cargas,cargas,conductor,1,moto,masculino,31.0,2018-02-15,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0038,2018-04-20,2018,4,20,17:10:00,17.0,rivadavia av. 1571,avenida,1,point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,peaton-auto,auto,peaton,2,peaton,femenino,59.0,2018-04-20,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0038,2018-04-20,2018,4,20,17:10:00,17.0,rivadavia av. 1571,avenida,1,point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,peaton-auto,auto,peaton,2,peaton,masculino,61.0,2018-04-20,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0060,2018-06-08,2018,6,8,12:50:00,12.0,"lavalle y alem, leandro n. av.",avenida,1,point (108513.43549456 103032.95078343),-58.37048800,-34.60189492,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,51.0,2018-06-08,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0063,2018-06-16,2018,6,16,21:15:00,21.0,"alem, leandro n. av. y viamonte",avenida,1,point (108473.00357935 103295.64162815),-58.37093138,-34.59952725,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,28.0,2018-06-17,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0065,2018-06-26,2018,6,26,17:30:00,17.0,"pellegrini, carlos y juncal",calle,1,point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,moto-cargas,cargas,conductor,1,moto,masculino,35.0,2018-06-26,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0071,2018-07-10,2018,7,10,17:50:00,17.0,"moreno y huergo, ing. av.",avenida,1,point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,moto-cargas,cargas,conductor,1,moto,masculino,,2018-07-10,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0084,2018-08-03,2018,8,3,07:25:00,7.0,"moreau de justo, alicia av. y cochabamba",avenida,1,point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,peaton-cargas,cargas,peaton,1,peaton,masculino,45.0,2018-08-03,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0093,2018-08-20,2018,8,20,08:41:00,8.0,15 de noviembre de 1889 1513,calle,1,point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,24.0,2018-08-20,lunes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0100,2018-09-20,2018,9,20,10:30:00,10.0,"rawson de dellepiane, elvira av. 150",avenida,1,point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,moto-auto,auto,,1,moto,femenino,33.0,2018-09-20,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0108,2018-10-09,2018,10,9,14:00:00,14.0,"de los italianos av. y guemes, macacha",avenida,1,point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,moto-auto,auto,conductor,1,moto,masculino,37.0,2018-10-10,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0109,2018-10-10,2018,10,10,22:12:00,22.0,"tucuman y alem, leandro n. av.",avenida,1,point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,34.0,2018-10-10,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0114,2018-10-30,2018,10,30,02:15:00,2.0,solis e independencia av.,avenida,1,point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,moto-auto,auto,conductor,1,moto,masculino,23.0,2018-10-30,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0131,2018-12-07,2018,12,7,19:10:00,19.0,"madero, eduardo av. 550",avenida,1,point (108685.90894590 103124.78289557),-58.36860866,-34.60106568,moto-cargas,cargas,conductor,1,moto,masculino,29.0,2018-12-07,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0135,2018-12-18,2018,12,18,14:40:00,14.0,belgrano av. y peru,avenida,1,point (108124.38297421 101840.19801704),-58.37471802,-34.61265002,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,80.0,2018-12-22,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0137,2018-12-18,2018,12,18,20:15:00,20.0,"alsina, adolfo y santiago del estero",calle,1,point (107198.03031731 102023.53206745),-58.38481975,-34.61100424,moto-pasajeros,pasajeros,pasajero_acompañante,1,moto,masculino,29.0,2018-12-19,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2018-0140,2018-12-22,2018,12,22,08:05:00,8.0,lanteri julieta 1400,calle,1,point (109469.86887005 101709.86665960),-58.36004650,-34.61381341,auto-auto,auto,conductor,1,auto,masculino,78.0,2018-12-22,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0009,2019-01-31,2019,1,31,14:55:00,14.0,chacabuco y san juan av.,avenida,1,point (108038.17400278 100802.81492813),-58.37564821,-34.62200207,moto-auto,auto,conductor,1,moto,masculino,34.0,2019-01-31,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0022,2019-03-15,2019,3,15,1900-01-02 00:00:00,0.0,entre rios av. 1260,avenida,1,point (106608.39392805 100635.27735528),-58.39123782,-34.62352245,auto-sd,,pasajero_acompañante,1,auto,masculino,,2019-03-15,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0024,2019-03-19,2019,3,19,1900-01-14 07:12:00,7.0,antartida argentina av. 1325,avenida,1,point (108368.93688513 104860.74716674),-58.37208118,-34.58541957,moto-cargas,cargas,conductor,1,moto,masculino,32.0,2019-03-19,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0031,2019-04-12,2019,4,12,19:55:00,19.0,"cordoba av. y madero, eduardo av.",avenida,1,point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,bicicleta-cargas,cargas,ciclista,1,bicicleta,masculino,20.0,2019-04-12,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0033,2019-04-18,2019,4,18,01:00:00,1.0,"autopista 25 de mayo y huergo, ing. av.",autopista,1,point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,moto-sd,,conductor,1,moto,masculino,25.0,2019-04-18,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0035,2019-04-23,2019,4,23,14:10:00,14.0,suipacha 665,calle,1,point (107693.66022765 103185.01912141),-58.37942637,-34.60053054,peaton-bicicleta,bicicleta,peaton,1,peaton,femenino,75.0,2019-04-23,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0042,2019-05-14,2019,5,14,15:00:00,15.0,lima y constitucion,calle,1,point (107444.95821447 100509.15466740),-58.38211431,-34.62465368,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,39.0,2019-05-14,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0043,2019-05-21,2019,5,21,09:00:00,9.0,"cordoba av. y madero, eduardo av.",avenida,1,point (108602.89777103 103429.39485413),-58.36951669,-34.59832047,bicicleta-cargas,cargas,ciclista,1,bicicleta,femenino,,2019-05-21,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0055,2019-06-20,2019,6,20,19:45:00,19.0,"guevara, trinidad y madero, eduardo av.",avenida,1,point (108724.12468316 102928.79394095),-58.36819005,-34.60283208,moto-pasajeros,pasajeros,conductor,1,moto,masculino,47.0,2019-06-21,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0059,2019-07-13,2019,7,13,22:35:00,22.0,15 de noviembre de 1889 y santiago del estero,calle,1,point (107261.50953067 99806.16899068),-58.38410880,-34.63099197,moto-pasajeros,pasajeros,conductor,1,moto,masculino,30.0,2019-07-13,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0095,2019-11-20,2019,11,20,15:30:00,15.0,autopista 1 sur presidente arturo frondizi y caseros av.,autopista,1,point (107762.62066755 100018.90176184),-58.37864583,-34.62907067,moto-cargas,cargas,conductor,1,moto,masculino,,2019-11-20,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2019-0096,2019-11-22,2019,11,22,19:33:00,19.0,caseros av. y piedras,avenida,1,point (108041.76772318 100219.10582069),-58.37560352,-34.62726382,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,73.0,2019-11-22,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0004,2020-01-14,2020,1,14,21:40:00,21.0,rodriguez peã‘a y rivadavia av.,avenida,1,point (106672.04348602 102224.86809233),-58.39055614,-34.60919284,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,82.0,2020-01-15,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0007,2020-01-27,2020,1,27,00:37:00,0.0,chile y lima,calle,1,point (107495.74012081 101415.07897373),-58.38156850,-34.61648696,peaton-moto,moto,peaton,1,peaton,masculino,52.0,2020-01-27,lunes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0010,2020-02-08,2020,2,8,05:45:00,5.0,9 de julio av. y san juan av.,avenida,1,point (107547.52290950 100786.86705692),-58.38099833,-34.62214953,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,,2020-02-08,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0015,2020-02-28,2020,2,28,14:30:00,14.0,brasil av. y paseo colon av.,avenida,1,point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,moto-pasajeros,pasajeros,conductor,1,moto,masculino,29.0,2020-02-28,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0016,2020-02-29,2020,2,29,13:00:00,13.0,"alem, leandro n. av. 770",avenida,1,point (108435.94625268 103377.11105009),-58.37133616,-34.59879316,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,68.0,2020-03-09,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0043,2020-09-30,2020,9,30,17:20:00,17.0,"alem, leandro n. av. y paraguay",avenida,1,point (108372.80843298 103556.18483992),-58.37202621,-34.59717942,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,64.0,2020-09-30,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0049,2020-10-30,2020,10,30,20:00:00,20.0,"del libertador av. y ramos mejia, jose maria, dr. av.",avenida,1,point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,peaton-auto,auto,peaton,1,peaton,masculino,36.0,2020-10-30,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0059,2020-12-01,2020,12,1,06:35:00,6.0,brasil 1100,calle,1,point (107682.84851121 100144.13011242),-58.37951690,-34.62794241,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,49.0,2020-12-14,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0069,2020-12-15,2020,12,15,05:20:00,5.0,"independencia av. y saenz peã‘a, luis, pres.",avenida,1,point (106954.95135245 101257.81371683),-58.38746381,-34.61790839,moto-pasajeros,pasajeros,pasajero_acompañante,1,moto,masculino,25.0,2020-12-15,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2020-0075,2020-12-23,2020,12,23,14:00:00,14.0,corrientes av. y 9 de julio av.,avenida,1,point (107438.10136119 102829.30417800),-58.38220928,-34.60373898,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,23.0,2020-12-23,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0001,2021-01-06,2021,1,6,18:00:00,18.0,au frondizi km. 3,autopista,1,point (107674.71781880 100334.26713627),-58.37960727,-34.62622851,moto-auto,auto,conductor,1,moto,masculino,36.0,2021-01-06,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0017,2021-02-17,2021,2,17,04:10:00,4.0,salta y caseros av.,avenida,1,point (107397.40269295 99729.43717725),-58.38262614,-34.63168269,moto-pasajeros,pasajeros,conductor,1,moto,masculino,33.0,2021-02-17,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0031,2021-04-07,2021,4,7,10:29:00,10.0,9 de julio av. e independencia av.,avenida,1,point (107535.23922218 101285.66809968),-58.38113667,-34.61765323,peaton-cargas,cargas,peaton,1,peaton,femenino,68.0,2021-04-11,miércoles,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0067,2021-08-08,2021,8,8,09:29:00,9.0,autopista 1 sur presidente arturo frondizi y brasil,autopista,1,point (107720.23994349 100176.85080944),-58.37910943,-34.62764718,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,27.0,2021-08-08,domingo,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0075,2021-09-21,2021,9,21,14:30:00,14.0,salta y brasil,calle,1,point (107380.60401316 100153.47427104),-58.38281301,-34.62786038,peaton-cargas,cargas,peaton,1,peaton,masculino,65.0,2021-09-21,martes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0080,2021-10-28,2021,10,28,16:16:00,16.0,arenales y 9 de julio av.,avenida,1,point (107387.05825032 103876.26437289),-58.38277479,-34.59430160,moto-auto,auto,conductor,1,moto,masculino,32.0,2021-10-28,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0087,2021-11-27,2021,11,27,11:22:00,11.0,esmeralda 1359,calle,1,point (107829.16426745 104166.84427133),-58.37795815,-34.59167894,peaton-bicicleta,bicicleta,peaton,1,peaton,femenino,73.0,2021-11-27,sábado,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0090,2021-12-10,2021,12,10,11:45:00,11.0,9 de julio av. y lavalle,avenida,1,point (107467.87595573 102960.02837514),-58.38188582,-34.60256036,peaton-pasajeros,pasajeros,peaton,1,peaton,masculino,73.0,2022-01-03,viernes,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2021-0097,2021-11-18,2021,11,18,06:10:00,6.0,padre carlos mugica 709,calle,1,point (107664.16647795 104708.63962087),-58.37976155,-34.58679619,bicicleta-auto,auto,ciclista,1,bicicleta,masculino,53.0,2021-11-19,jueves,constitucion - montserrat - puerto madero - retiro - san nicolas - san telmo
2016-0009,2016-01-24,2016,1,24,19:10:00,19.0,"nogoya y gonzalez, joaquin v.",calle,11,point (96545.87592078 102330.67262199),-58.50095869,-34.60825440,moto-auto,auto,pasajero_acompañante,1,moto,masculino,29.0,2016-01-26,domingo,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2016-0095,2016-07-23,2016,7,23,06:12:00,6.0,mercedes y mosconi general av.,avenida,11,point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,moto-auto,auto,conductor,1,moto,masculino,29.0,2016-07-23,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2016-0099,2016-07-29,2016,7,29,16:00:00,16.0,"mosconi general av. y paz, gral. av.",gral paz,11,point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,cargas-cargas,cargas,conductor,1,cargas,masculino,45.0,,viernes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2016-0137,2016-10-25,2016,10,25,00:39:00,0.0,san martin av. y ladines,avenida,11,point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,moto-moto,moto,conductor,1,moto,masculino,30.0,,martes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2016-0157,2016-12-03,2016,12,3,06:40:00,6.0,"justo, juan b. av. 5645",avenida,11,point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,moto-moto,moto,conductor,1,moto,masculino,23.0,,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2016-0163,2016-12-10,2016,12,10,07:30:00,7.0,"paz, gral. av. y mosconi general av.",gral paz,11,point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,moto-auto,auto,conductor,1,moto,masculino,23.0,,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0001,2017-01-02,2017,1,2,01:00:00,1.0,"justo, juan b. av. y achupallas",avenida,11,point (99757.62471161 102105.99371863),-58.46594230,-34.61028571,moto-cargas,cargas,conductor,1,moto,masculino,18.0,2017-01-02,lunes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0033,2017-03-12,2017,3,12,07:30:00,7.0,"paz, gral. av. y gutierrez, ricardo",gral paz,11,point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,auto-auto,auto,conductor,1,auto,masculino,28.0,2017-03-12,domingo,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0070,2017-05-30,2017,5,30,13:20:00,13.0,nueva york 3696,calle,11,point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,peaton-auto,auto,peaton,1,peaton,masculino,80.0,2017-05-31,martes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0090,2017-07-15,2017,7,15,05:15:00,5.0,"chivilcoy av. y paz, gral. av.",gral paz,11,point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,peaton-auto,auto,peaton,1,peaton,masculino,22.0,2017-07-15,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0137,2017-11-17,2017,11,17,11:45:00,11.0,mosconi general av. y san nicolas,avenida,11,point (95458.27090734 104045.28333021),-58.51280715,-34.59279388,peaton-cargas,cargas,peaton,1,peaton,femenino,60.0,2017-11-17,viernes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0143,2017-11-25,2017,11,25,21:45:00,21.0,"trelles, manuel r. y diaz, cesar, gral.",calle,11,point (99897.24182072 102443.29154512),-58.46442001,-34.60724519,auto-pasajeros,pasajeros,conductor,1,auto,masculino,50.0,2017-11-25,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2017-0158,2017-12-18,2017,12,18,21:30:00,21.0,"gualeguaychu y paz, gral. av.",gral paz,11,point (94764.11350214 103903.32150283),-58.52037476,-34.59407024,moto-auto,auto,conductor,1,moto,masculino,32.0,2017-12-18,lunes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2018-0029,2018-03-15,2018,3,15,18:00:00,18.0,nazca av. y gaona av.,avenida,11,point (99001.33520474 100973.19474422),-58.47418944,-34.62049672,moto-auto,auto,conductor,1,moto,masculino,26.0,2018-03-15,jueves,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2018-0031,2018-03-28,2018,3,28,10:15:00,10.0,"gaona av. y artigas, jose gervasio, gral.",avenida,11,point (99468.64184992 101272.71412938),-58.46909362,-34.61779710,moto-cargas,cargas,conductor,1,moto,masculino,31.0,2018-03-28,miércoles,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2018-0043,2018-04-28,2018,4,28,06:30:00,6.0,"vilardebo, teodoro y alvarez jonte av.",avenida,11,point (97438.46582767 101907.03915052),-58.49122843,-34.61207587,moto-auto,auto,conductor,1,moto,masculino,25.0,2018-04-29,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2018-0113,2018-10-25,2018,10,25,11:00:00,11.0,"artigas, jose gervasio, gral. y tres arroyos",calle,11,point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,moto-cargas,cargas,conductor,1,moto,masculino,20.0,2018-10-25,jueves,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2019-0014,2019-02-20,2019,2,20,17:30:00,17.0,"lamarca, emilio 5402",calle,11,point (95105.42229190 104734.49416290),-58.51664939,-34.58657938,moto-objeto fijo,objeto fijo,conductor,1,moto,masculino,69.0,2019-02-20,miércoles,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2019-0015,2019-02-23,2019,2,23,06:57:00,6.0,san martin av. 5638,avenida,11,point (96988.34526261 103575.43345979),-58.49613012,-34.59703502,auto-objeto fijo,objeto fijo,conductor,1,auto,masculino,21.0,2019-02-23,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2019-0028,2019-04-06,2019,4,6,09:15:00,9.0,"justo, juan b. av. y oroã‘o, nicasio",avenida,11,point (100255.56175905 102594.14179920),-58.46051346,-34.60588536,peaton-pasajeros,pasajeros,peaton,1,peaton,femenino,,2019-04-06,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2019-0032,2019-04-16,2019,4,16,11:00:00,11.0,"camarones y alvarez, donato, tte. gral. av.",avenida,11,point (99921.70768730 102754.71427746),-58.46415322,-34.60443790,peaton-auto,auto,peaton,1,peaton,femenino,83.0,2019-04-18,martes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2019-0093,2019-11-13,2019,11,13,11:50:00,11.0,"niza y justo, juan b. av.",avenida,11,point (99859.01807773 102240.12407554),-58.46483679,-34.60907662,bicicleta-otro,otro,ciclista,1,bicicleta,masculino,16.0,2019-11-13,miércoles,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2019-0103,2019-12-18,2019,12,18,,,"paz, gral. av. y griveo",gral paz,11,point (94643.11254058 103831.57115061),-58.52169422,-34.59471640,moto-moto,moto,conductor,1,moto,masculino,24.0,2019-12-18,miércoles,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2020-0014,2020-02-27,2020,2,27,02:14:00,2.0,bermudez y nogoya,calle,11,point (95351.54075716 101470.48982187),-58.51398484,-34.61600366,moto-pasajeros,pasajeros,conductor,1,moto,masculino,,2020-02-27,jueves,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2020-0046,2020-10-27,2020,10,27,21:00:00,21.0,"nazca av. y carranza, adolfo p.",avenida,11,point (98064.49909649 102385.10228515),-58.48440160,-34.60776782,moto-moto,moto,conductor,1,moto,masculino,41.0,2020-10-27,martes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2020-0057,2020-11-23,2020,11,23,07:45:00,7.0,"nazca av. y viale, luis",avenida,11,point (98925.55646359 101088.30104271),-58.47501560,-34.61945902,peaton-auto,auto,peaton,1,peaton,masculino,84.0,2020-11-23,lunes,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2020-0063,2020-12-05,2020,12,5,07:10:00,7.0,nueva york y alta gracia,calle,11,point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,peaton_moto-moto,moto,peaton,2,peaton_moto,masculino,38.0,2020-12-05,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
2020-0063,2020-12-05,2020,12,5,07:10:00,7.0,nueva york y alta gracia,calle,11,point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,peaton_moto-moto,moto,pasajero_acompañante,2,peaton_moto,masculino,21.0,2020-12-05,sábado,villa del parque - villa  devoto - villa gral. mitre - villa santa rita
